# Simulation 5 (Up to date)
# 960 data points written for 58 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (27 m/s):  "Drogue Parachute"
#   Recovery device deployment at high speed (30.4 m/s):  "Main Parachute"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (m),CG location (m),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (m),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
12.535,2733.715,2733.715,154.094,158.029,-16.031,16.096,478.893,0.207,478.893,89.975,35.046,1.443,28.61,-80.595,0.001,-1.271e-8,0.002,8.344e-4,77.188,89.955,17.82,3.332,7.887,0.074,9.784,2.219,1.638,3.708,0,0,114.101,0.507,0.282,0.075,0.15,0.507,2.729e-4,0.001,-2.572e-4,0,0,0,0,2.233e-5,0,0,-2.769,725.445,9.347e-4,329.621,0.479,2.395e7,0.157,192.898,0.05,0.357,0.02
12.585,2741.4,2741.4,153.294,157.233,-15.959,16.023,480.644,0.208,480.644,89.975,34.974,1.431,28.61,-80.595,0.001,-1.274e-8,0.002,3.2e-4,77.149,89.953,17.82,3.332,7.887,0.074,9.784,2.219,1.638,3.707,0,0,112.798,0.507,0.282,0.074,0.15,0.507,2.803e-4,8.073e-4,2.817e-4,0,0,0,0,2.699e-5,0,0,-2.819,724.742,9.34e-4,329.591,0.477,2.381e7,0.157,192.898,0.05,0.358,0.02
12.635,2749.045,2749.045,152.498,156.441,-15.887,15.951,482.391,0.21,482.391,89.975,34.903,1.418,28.61,-80.595,0.001,-1.273e-8,0.002,-4.645e-4,77.11,89.951,17.82,3.332,7.887,0.074,9.784,2.219,1.638,3.706,0,0,111.512,0.506,0.283,0.074,0.149,0.506,2.434e-4,0.001,-1.235e-4,0,0,0,0,2.753e-5,0,0,-2.869,724.043,9.332e-4,329.56,0.475,2.368e7,0.157,192.898,0.05,0.359,0.02
12.685,2756.65,2756.65,151.705,155.653,-15.817,15.88,484.134,0.211,484.134,89.975,34.832,1.405,28.61,-80.595,9.89e-4,-1.274e-8,0.002,-0.002,77.069,89.949,17.82,3.332,7.887,0.074,9.784,2.219,1.638,3.706,0,0,110.24,0.506,0.283,0.074,0.149,0.506,1.935e-4,9.805e-4,8.17e-5,0,0,0,0,1.605e-5,0,0,-2.918,723.347,9.325e-4,329.53,0.472,2.354e7,0.157,192.898,0.05,0.359,0.02
12.735,2764.215,2764.215,150.916,154.868,-15.748,15.809,485.874,0.213,485.874,89.975,34.763,1.393,28.61,-80.595,8.68e-4,-1.276e-8,4.777e-4,-0.002,77.029,89.948,17.82,3.332,7.887,0.074,9.784,2.219,1.638,3.705,0,0,108.983,0.506,0.283,0.074,0.149,0.506,1.698e-4,1.845e-4,-4.053e-4,0,0,0,0,1.36e-6,0,0,-2.967,722.655,9.318e-4,329.501,0.47,2.341e7,0.157,192.898,0.05,0.36,0.02
12.785,2771.742,2771.742,150.13,154.087,-15.679,15.74,487.61,0.214,487.61,89.975,34.693,1.38,28.61,-80.595,6.963e-4,-1.274e-8,-2.929e-4,-0.002,76.988,89.948,17.82,3.332,7.887,0.074,9.784,2.219,1.638,3.704,0,0,107.741,0.505,0.283,0.074,0.148,0.505,1.362e-4,2.979e-4,-2.284e-4,0,0,0,0,-5.161e-7,0,0,-3.016,721.966,9.311e-4,329.471,0.468,2.328e7,0.157,192.898,0.05,0.364,0.02
12.835,2779.228,2779.228,149.348,153.309,-15.611,15.671,489.343,0.216,489.343,89.975,34.624,1.369,28.61,-80.595,2.496e-4,-1.274e-8,0,0,76.947,89.95,17.82,3.332,7.887,0.074,9.784,2.219,1.638,3.704,0,0,106.513,0.505,0.283,0.074,0.148,0.505,4.879e-5,3e-4,1.924e-4,0,0,0,0,0,0,0,-3.065,721.282,9.303e-4,329.442,0.465,2.314e7,0.157,192.898,0.05,0.365,0.02
12.885,2786.676,2786.676,148.569,152.535,-15.543,15.602,491.073,0.217,491.073,89.975,34.556,1.359,28.61,-80.595,6.652e-4,-1.274e-8,0.002,0.001,76.907,89.952,17.82,3.332,7.887,0.074,9.784,2.219,1.638,3.703,0,0,105.3,0.505,0.283,0.074,0.148,0.505,1.3e-4,8.656e-4,4.225e-4,0,0,0,0,2.304e-5,0,0,-3.113,720.6,9.296e-4,329.412,0.463,2.301e7,0.157,192.898,0.05,0.365,0.02
12.935,2794.085,2794.085,147.794,151.765,-15.476,15.535,492.799,0.219,492.799,89.975,34.489,1.349,28.61,-80.595,0.001,-1.273e-8,0.002,0.001,76.866,89.954,17.82,3.332,7.887,0.074,9.784,2.218,1.638,3.702,0,0,104.1,0.504,0.283,0.074,0.148,0.504,2.736e-4,7.479e-4,3.633e-4,0,0,0,0,2.19e-5,0,0,-3.162,719.922,9.289e-4,329.383,0.461,2.288e7,0.157,192.898,0.05,0.366,0.02
12.985,2801.456,2801.456,147.022,150.997,-15.41,15.468,494.522,0.22,494.522,89.974,34.421,1.339,28.61,-80.595,0.002,-1.272e-8,0.002,0.001,76.825,89.955,17.82,3.332,7.887,0.074,9.784,2.218,1.638,3.701,0,0,102.915,0.504,0.283,0.074,0.147,0.504,3.85e-4,0.001,-1.631e-4,0,0,0,0,2.415e-5,0,0,-3.209,719.248,9.282e-4,329.354,0.458,2.275e7,0.157,192.898,0.05,0.367,0.019
13.035,2808.788,2808.788,146.253,150.234,-15.345,15.403,496.241,0.222,496.241,89.974,34.355,1.328,28.61,-80.595,0.002,-1.273e-8,0.002,0.001,76.783,89.955,17.82,3.332,7.887,0.074,9.784,2.218,1.638,3.701,0,0,101.743,0.504,0.283,0.074,0.147,0.504,4.015e-4,0.001,2.996e-4,0,0,0,0,2.783e-5,0,0,-3.257,718.577,9.275e-4,329.325,0.456,2.262e7,0.157,192.898,0.05,0.368,0.019
13.085,2816.081,2816.081,145.487,149.473,-15.281,15.338,497.957,0.223,497.957,89.974,34.289,1.317,28.61,-80.595,0.002,-1.273e-8,0.002,6.537e-4,76.74,89.952,17.82,3.332,7.887,0.074,9.784,2.218,1.638,3.7,0,0,100.585,0.504,0.283,0.074,0.147,0.504,3.273e-4,0.002,-1.708e-4,0,0,0,0,3.366e-5,0,0,-3.305,717.91,9.268e-4,329.296,0.454,2.25e7,0.157,192.898,0.05,0.369,0.019
13.135,2823.336,2823.336,144.725,148.716,-15.218,15.274,499.67,0.225,499.67,89.974,34.223,1.305,28.61,-80.595,0.001,-1.272e-8,0.002,-3.815e-4,76.697,89.949,17.82,3.332,7.887,0.074,9.784,2.218,1.638,3.699,0,0,99.44,0.503,0.283,0.074,0.147,0.503,2.255e-4,3.387e-4,-2.209e-4,0,0,0,0,3.692e-5,0,0,-3.352,717.247,9.261e-4,329.268,0.452,2.237e7,0.157,192.898,0.05,0.369,0.019
13.185,2830.554,2830.554,143.965,147.962,-15.155,15.21,501.379,0.226,501.379,89.974,34.158,1.293,28.61,-80.595,0.001,-1.271e-8,0.002,-0.002,76.653,89.947,17.82,3.332,7.887,0.074,9.783,2.218,1.638,3.699,0,0,98.308,0.503,0.283,0.074,0.146,0.503,1.954e-4,7.722e-4,-2.546e-4,0,0,0,0,1.647e-5,0,0,-3.399,716.586,9.254e-4,329.239,0.449,2.224e7,0.157,192.898,0.05,0.37,0.019
13.235,2837.733,2837.733,143.209,147.212,-15.093,15.148,503.086,0.228,503.086,89.974,34.094,1.282,28.61,-80.595,0.001,-1.271e-8,7.37e-4,-0.002,76.609,89.945,17.82,3.332,7.887,0.074,9.783,2.218,1.638,3.698,0,0,97.188,0.503,0.283,0.074,0.146,0.503,2.168e-4,0.001,-2.589e-4,0,0,0,0,3.581e-6,0,0,-3.445,715.93,9.247e-4,329.211,0.447,2.211e7,0.157,192.898,0.05,0.371,0.019
13.285,2844.875,2844.875,142.456,146.464,-15.032,15.086,504.789,0.229,504.789,89.974,34.03,1.272,28.61,-80.595,9.338e-4,-1.272e-8,8.16e-4,-0.002,76.565,89.945,17.82,3.332,7.887,0.074,9.783,2.218,1.638,3.697,0,0,96.082,0.503,0.283,0.073,0.146,0.503,1.821e-4,3.79e-4,-2.796e-4,0,0,0,0,4.435e-6,0,0,-3.492,715.276,9.241e-4,329.183,0.445,2.199e7,0.157,192.898,0.05,0.372,0.019
13.335,2851.979,2851.979,141.706,145.72,-14.971,15.024,506.489,0.231,506.489,89.974,33.967,1.262,28.61,-80.595,6.761e-4,-1.271e-8,0.002,-0.001,76.521,89.948,17.82,3.332,7.887,0.074,9.783,2.218,1.638,3.697,0,0,94.988,0.502,0.283,0.073,0.145,0.502,1.318e-4,6.508e-5,-1.493e-4,0,0,0,0,3.346e-5,0,0,-3.538,714.626,9.234e-4,329.155,0.443,2.186e7,0.157,192.898,0.05,0.372,0.019
13.385,2859.045,2859.045,140.959,144.979,-14.911,14.963,508.185,0.232,508.185,89.974,33.904,1.252,28.61,-80.595,0.001,-1.271e-8,0.002,0.001,76.477,89.951,17.82,3.332,7.887,0.074,9.783,2.218,1.638,3.696,0,0,93.906,0.502,0.283,0.073,0.145,0.502,2.394e-4,9.612e-4,1.734e-4,0,0,0,0,3.269e-5,0,0,-3.584,713.98,9.227e-4,329.127,0.44,2.174e7,0.157,192.898,0.05,0.373,0.019
13.435,2866.075,2866.075,140.215,144.241,-14.851,14.903,509.879,0.234,509.879,89.974,33.841,1.243,28.61,-80.595,0.002,-1.271e-8,0.002,0.002,76.432,89.954,17.82,3.332,7.887,0.074,9.783,2.217,1.638,3.695,0,0,92.837,0.502,0.284,0.073,0.145,0.502,3.753e-4,0.002,-4.49e-4,0,0,0,0,2.583e-5,0,0,-3.629,713.337,9.22e-4,329.099,0.438,2.162e7,0.157,192.898,0.05,0.374,0.019
13.485,2873.067,2873.067,139.474,143.506,-14.793,14.844,511.569,0.235,511.57,89.974,33.779,1.233,28.61,-80.595,0.002,-1.27e-8,0.002,0.002,76.387,89.955,17.82,3.332,7.887,0.074,9.783,2.217,1.638,3.695,0,0,91.779,0.502,0.284,0.073,0.145,0.502,4.244e-4,0.001,4.253e-5,0,0,0,0,2.573e-5,0,0,-3.675,712.697,9.213e-4,329.072,0.436,2.149e7,0.157,192.898,0.05,0.375,0.019
13.535,2880.022,2880.022,138.736,142.774,-14.735,14.785,513.257,0.237,513.257,89.974,33.718,1.223,28.61,-80.595,0.002,-1.269e-8,0.002,0.001,76.341,89.954,17.82,3.332,7.887,0.074,9.783,2.217,1.638,3.694,0,0,90.734,0.501,0.284,0.073,0.144,0.501,3.832e-4,0.001,1.04e-4,0,0,0,0,3.046e-5,0,0,-3.72,712.061,9.207e-4,329.044,0.434,2.137e7,0.157,192.898,0.05,0.376,0.018
13.585,2886.94,2886.94,138,142.045,-14.677,14.727,514.941,0.238,514.941,89.973,33.657,1.213,28.61,-80.595,0.001,-1.27e-8,0.002,9.19e-4,76.295,89.951,17.82,3.332,7.887,0.074,9.783,2.217,1.638,3.694,0,0,89.7,0.501,0.284,0.073,0.144,0.501,2.79e-4,8.674e-4,2.567e-4,0,0,0,0,4.171e-5,0,0,-3.765,711.428,9.2e-4,329.017,0.432,2.125e7,0.157,192.898,0.05,0.376,0.018
13.635,2893.822,2893.822,137.268,141.319,-14.621,14.67,516.623,0.24,516.623,89.973,33.597,1.202,28.61,-80.595,0.001,-1.27e-8,0.003,-5.874e-4,76.248,89.948,17.82,3.332,7.887,0.074,9.783,2.217,1.638,3.693,0,0,88.677,0.501,0.284,0.073,0.144,0.501,1.977e-4,8.866e-4,1.193e-4,0,0,0,0,4.665e-5,0,0,-3.81,710.799,9.194e-4,328.99,0.43,2.113e7,0.157,192.898,0.05,0.377,0.018
13.685,2900.667,2900.667,136.538,140.597,-14.565,14.614,518.301,0.241,518.301,89.973,33.537,1.192,28.61,-80.595,0.001,-1.27e-8,0.002,-0.002,76.201,89.945,17.82,3.332,7.887,0.074,9.783,2.217,1.638,3.692,0,0,87.666,0.501,0.284,0.073,0.144,0.501,2.034e-4,2.376e-4,-5.344e-5,0,0,0,0,1.953e-5,0,0,-3.854,710.172,9.187e-4,328.963,0.427,2.101e7,0.157,192.898,0.05,0.378,0.018
13.735,2907.476,2907.476,135.811,139.877,-14.509,14.557,519.976,0.243,519.976,89.973,33.477,1.182,28.61,-80.595,0.001,-1.269e-8,0.001,-0.002,76.153,89.943,17.82,3.332,7.887,0.074,9.783,2.217,1.638,3.692,0,0,86.666,0.5,0.284,0.073,0.144,0.5,2.548e-4,9.948e-4,7.147e-5,0,0,0,0,8.759e-6,0,0,-3.899,709.549,9.18e-4,328.936,0.425,2.089e7,0.157,192.898,0.05,0.379,0.018
13.785,2914.248,2914.248,135.087,139.159,-14.454,14.502,521.649,0.244,521.649,89.973,33.419,1.173,28.61,-80.595,0.001,-1.269e-8,0.001,-0.002,76.105,89.943,17.82,3.332,7.887,0.074,9.783,2.217,1.638,3.691,0,0,85.677,0.5,0.284,0.073,0.143,0.5,2.539e-4,0.001,-1.07e-4,0,0,0,0,1.077e-5,0,0,-3.943,708.93,9.174e-4,328.91,0.423,2.077e7,0.157,192.898,0.05,0.379,0.018
13.835,2920.985,2920.985,134.366,138.445,-14.4,14.447,523.318,0.246,523.318,89.973,33.36,1.164,28.61,-80.595,0.001,-1.269e-8,0.002,-0.002,76.057,89.944,17.82,3.332,7.887,0.074,9.783,2.217,1.638,3.691,0,0,84.699,0.5,0.284,0.073,0.143,0.5,2.065e-4,0.001,3.057e-4,0,0,0,0,2.998e-5,0,0,-3.986,708.314,9.167e-4,328.883,0.421,2.065e7,0.157,192.898,0.05,0.38,0.018
13.885,2927.685,2927.685,133.647,137.734,-14.346,14.393,524.985,0.248,524.985,89.973,33.302,1.155,28.61,-80.595,0.001,-1.271e-8,0.003,-1.209e-4,76.009,89.947,17.82,3.332,7.887,0.074,9.783,2.217,1.638,3.69,0,0,83.732,0.5,0.284,0.073,0.143,0.5,2.099e-4,2.274e-4,-2.853e-4,0,0,0,0,5.457e-5,0,0,-4.03,707.701,9.161e-4,328.857,0.419,2.053e7,0.157,192.898,0.05,0.381,0.018
13.935,2934.349,2934.349,132.931,137.025,-14.293,14.339,526.648,0.249,526.648,89.973,33.245,1.146,28.61,-80.595,0.002,-1.271e-8,0.002,0.001,75.96,89.949,17.82,3.332,7.887,0.074,9.783,2.217,1.638,3.689,0,0,82.776,0.499,0.284,0.073,0.143,0.499,3.072e-4,0.001,3.131e-5,0,0,0,0,4.746e-5,0,0,-4.073,707.091,9.155e-4,328.83,0.417,2.041e7,0.157,192.898,0.05,0.382,0.018
13.985,2940.978,2940.978,132.218,136.319,-14.24,14.286,528.309,0.251,528.309,89.973,33.188,1.138,28.61,-80.595,0.002,-1.272e-8,0.002,0.001,75.911,89.951,17.82,3.332,7.887,0.074,9.783,2.216,1.638,3.689,0,0,81.829,0.499,0.284,0.073,0.142,0.499,4.001e-4,0.001,2.932e-4,0,0,0,0,4.172e-5,0,0,-4.116,706.485,9.148e-4,328.804,0.415,2.03e7,0.157,192.898,0.05,0.382,0.018
14.035,2947.571,2947.571,131.507,135.616,-14.189,14.233,529.967,0.252,529.967,89.973,33.131,1.129,28.61,-80.595,0.002,-1.273e-8,0.002,0.001,75.862,89.951,17.82,3.332,7.887,0.074,9.783,2.216,1.638,3.688,0,0,80.893,0.499,0.284,0.073,0.142,0.499,4.33e-4,0.001,-1.959e-4,0,0,0,0,4.413e-5,0,0,-4.159,705.882,9.142e-4,328.778,0.412,2.018e7,0.157,192.898,0.05,0.383,0.018
14.085,2954.129,2954.129,130.799,134.916,-14.137,14.181,531.622,0.254,531.622,89.973,33.075,1.12,28.61,-80.595,0.002,-1.274e-8,0.003,0.001,75.811,89.95,17.82,3.332,7.887,0.074,9.783,2.216,1.638,3.688,0,0,79.968,0.499,0.284,0.073,0.142,0.499,4.174e-4,0.001,-6.286e-5,0,0,0,0,5.172e-5,0,0,-4.202,705.282,9.135e-4,328.753,0.41,2.007e7,0.157,192.898,0.05,0.384,0.017
14.135,2960.651,2960.651,130.093,134.218,-14.086,14.13,533.275,0.255,533.275,89.973,33.019,1.111,28.61,-80.595,0.002,-1.276e-8,0.003,5.966e-4,75.76,89.948,17.82,3.332,7.887,0.074,9.783,2.216,1.638,3.687,0,0,79.052,0.498,0.284,0.072,0.142,0.498,3.707e-4,0.001,-3.268e-6,0,0,0,0,6.121e-5,0,0,-4.244,704.685,9.129e-4,328.727,0.408,1.995e7,0.157,192.898,0.05,0.385,0.017
14.185,2967.138,2967.138,129.39,133.523,-14.036,14.079,534.924,0.257,534.924,89.972,32.964,1.102,28.61,-80.595,0.002,-1.276e-8,0.003,-1.948e-4,75.709,89.946,17.82,3.332,7.887,0.074,9.783,2.216,1.638,3.687,0,0,78.146,0.498,0.284,0.072,0.141,0.498,3.171e-4,9.732e-4,-2.164e-4,0,0,0,0,6.583e-5,0,0,-4.286,704.092,9.123e-4,328.701,0.406,1.984e7,0.157,192.898,0.05,0.386,0.017
14.235,2973.59,2973.59,128.69,132.831,-13.987,14.029,536.571,0.258,536.571,89.972,32.909,1.093,28.61,-80.595,0.001,-1.275e-8,0.003,-0.001,75.657,89.944,17.82,3.332,7.887,0.074,9.783,2.216,1.638,3.686,0,0,77.25,0.498,0.284,0.072,0.141,0.498,2.831e-4,6.185e-4,-2.43e-4,0,0,0,0,5.984e-5,0,0,-4.328,703.501,9.117e-4,328.676,0.404,1.972e7,0.157,192.898,0.05,0.386,0.017
14.285,2980.007,2980.007,127.992,132.141,-13.937,13.98,538.215,0.26,538.215,89.972,32.854,1.084,28.61,-80.594,0.001,-1.276e-8,0.002,-0.002,75.605,89.943,17.82,3.332,7.887,0.074,9.783,2.216,1.638,3.686,0,0,76.364,0.498,0.284,0.072,0.141,0.498,2.727e-4,6.024e-4,-6.102e-5,0,0,0,0,5e-5,0,0,-4.37,702.914,9.111e-4,328.651,0.402,1.961e7,0.157,192.898,0.05,0.387,0.017
14.335,2986.39,2986.39,127.296,131.454,-13.889,13.93,539.856,0.261,539.857,89.972,32.8,1.075,28.61,-80.594,0.001,-1.275e-8,0.002,-0.002,75.552,89.942,17.82,3.332,7.887,0.074,9.783,2.216,1.638,3.685,0,0,75.487,0.497,0.284,0.072,0.141,0.497,2.65e-4,0.001,-4.473e-5,0,0,0,0,4.765e-5,0,0,-4.412,702.33,9.104e-4,328.626,0.4,1.95e7,0.157,192.898,0.05,0.388,0.017
14.385,2992.737,2992.737,126.603,130.769,-13.841,13.882,541.495,0.263,541.495,89.972,32.747,1.066,28.61,-80.594,0.001,-1.274e-8,0.003,-0.001,75.499,89.943,17.82,3.332,7.887,0.074,9.783,2.216,1.638,3.685,0,0,74.62,0.497,0.284,0.072,0.141,0.497,2.432e-4,0.001,-1.428e-4,0,0,0,0,5.764e-5,0,0,-4.453,701.75,9.098e-4,328.601,0.398,1.938e7,0.157,192.898,0.05,0.389,0.017
14.435,2999.05,2999.05,125.912,130.087,-13.793,13.834,543.131,0.265,543.131,89.972,32.694,1.058,28.61,-80.594,0.001,-1.275e-8,0.003,-3.863e-4,75.446,89.944,17.82,3.332,7.887,0.074,9.783,2.216,1.638,3.684,0,0,73.762,0.497,0.285,0.072,0.14,0.497,2.405e-4,3.521e-4,-3.807e-4,0,0,0,0,7.336e-5,0,0,-4.494,701.172,9.092e-4,328.576,0.396,1.927e7,0.157,192.898,0.05,0.389,0.017
14.485,3005.328,3005.328,125.223,129.408,-13.746,13.786,544.764,0.266,544.765,89.972,32.641,1.05,28.61,-80.594,0.002,-1.276e-8,0.003,5.48e-4,75.392,89.946,17.82,3.332,7.887,0.074,9.783,2.216,1.638,3.683,0,0,72.916,0.497,0.285,0.072,0.14,0.497,3.095e-4,6.517e-4,4.568e-4,0,0,0,0,7.388e-5,0,0,-4.535,700.622,9.086e-4,328.551,0.394,1.916e7,0.157,192.898,0.05,0.39,0.017
14.535,3011.572,3011.572,124.537,128.731,-13.699,13.739,546.395,0.268,546.395,89.972,32.589,1.043,28.61,-80.594,0.002,-1.275e-8,0.003,8.716e-4,75.338,89.947,17.82,3.332,7.887,0.074,9.783,2.215,1.638,3.683,0,0,72.079,0.497,0.285,0.072,0.14,0.497,4.004e-4,0.002,3.58e-4,0,0,0,0,7.209e-5,0,0,-4.575,700.08,9.081e-4,328.526,0.392,1.905e7,0.157,192.898,0.05,0.391,0.017
14.585,3017.782,3017.782,123.854,128.056,-13.653,13.693,548.023,0.269,548.023,89.972,32.537,1.035,28.61,-80.594,0.002,-1.276e-8,0.003,8.956e-4,75.283,89.947,17.82,3.332,7.887,0.074,9.783,2.215,1.638,3.682,0,0,71.251,0.496,0.285,0.072,0.14,0.496,4.617e-4,0.001,4.758e-4,0,0,0,0,7.432e-5,0,0,-4.616,699.54,9.075e-4,328.502,0.39,1.894e7,0.157,192.898,0.05,0.392,0.017
14.635,3023.958,3023.958,123.172,127.384,-13.608,13.647,549.649,0.271,549.649,89.972,32.485,1.027,28.61,-80.594,0.002,-1.276e-8,0.003,7.018e-4,75.228,89.946,17.82,3.332,7.887,0.074,9.783,2.215,1.638,3.682,0,0,70.431,0.496,0.285,0.072,0.14,0.496,4.8e-4,0.002,2.73e-4,0,0,0,0,8.004e-5,0,0,-4.656,699.004,9.069e-4,328.478,0.388,1.883e7,0.157,192.898,0.05,0.392,0.016
14.685,3030.099,3030.099,122.493,126.714,-13.563,13.601,551.272,0.273,551.272,89.972,32.434,1.019,28.61,-80.594,0.002,-1.277e-8,0.003,3.122e-4,75.172,89.945,17.82,3.332,7.887,0.074,9.783,2.215,1.638,3.681,0,0,69.62,0.496,0.285,0.072,0.139,0.496,4.599e-4,0.002,-4.346e-4,0,0,0,0,8.62e-5,0,0,-4.696,698.47,9.064e-4,328.453,0.386,1.873e7,0.157,192.898,0.05,0.394,0.016
14.735,3036.207,3036.207,121.816,126.047,-13.518,13.556,552.892,0.274,552.892,89.972,32.383,1.011,28.61,-80.594,0.002,-1.278e-8,0.003,-1.919e-4,75.115,89.943,17.82,3.332,7.887,0.074,9.783,2.215,1.638,3.681,0,0,68.818,0.496,0.285,0.072,0.139,0.496,4.253e-4,0.001,-1.412e-4,0,0,0,0,8.971e-5,0,0,-4.735,697.939,9.058e-4,328.429,0.384,1.862e7,0.157,192.898,0.05,0.395,0.016
14.785,3042.281,3042.281,121.141,125.382,-13.474,13.512,554.51,0.276,554.51,89.972,32.333,1.003,28.61,-80.594,0.002,-1.278e-8,0.003,-6.467e-4,75.058,89.942,17.82,3.332,7.887,0.074,9.783,2.215,1.638,3.68,0,0,68.024,0.496,0.285,0.072,0.139,0.496,3.888e-4,0.001,-3.784e-4,0,0,0,0,8.893e-5,0,0,-4.775,697.412,9.053e-4,328.405,0.382,1.851e7,0.157,192.898,0.05,0.396,0.016
14.835,3048.321,3048.321,120.468,124.719,-13.431,13.468,556.126,0.277,556.126,89.971,32.283,0.994,28.61,-80.594,0.002,-1.277e-8,0.003,-9.484e-4,75,89.941,17.82,3.332,7.887,0.074,9.783,2.215,1.638,3.68,0,0,67.239,0.495,0.285,0.072,0.139,0.495,3.495e-4,0.001,3.911e-4,0,0,0,0,8.71e-5,0,0,-4.814,696.887,9.047e-4,328.382,0.38,1.84e7,0.157,192.898,0.05,0.398,0.016
14.885,3054.328,3054.328,119.798,124.058,-13.388,13.424,557.739,0.279,557.739,89.971,32.233,0.987,28.61,-80.594,0.002,-1.276e-8,0.003,-0.001,74.942,89.941,17.82,3.332,7.887,0.074,9.783,2.215,1.638,3.679,0,0,66.462,0.495,0.285,0.072,0.139,0.495,3.315e-4,0.001,-1.451e-4,0,0,0,0,8.552e-5,0,0,-4.853,696.365,9.042e-4,328.358,0.378,1.83e7,0.157,192.898,0.05,0.399,0.016
14.935,3060.301,3060.301,119.129,123.4,-13.345,13.381,559.349,0.28,559.349,89.971,32.184,0.979,28.61,-80.594,0.002,-1.277e-8,0.003,-0.001,74.883,89.941,17.82,3.332,7.887,0.074,9.783,2.215,1.638,3.679,0,0,65.693,0.495,0.285,0.072,0.138,0.495,3.442e-4,0.001,3.036e-4,0,0,0,0,8.952e-5,0,0,-4.892,695.846,9.036e-4,328.334,0.376,1.819e7,0.157,192.898,0.05,0.4,0.016
14.985,3066.241,3066.241,118.463,122.745,-13.303,13.338,560.957,0.282,560.957,89.971,32.136,0.972,28.61,-80.594,0.002,-1.276e-8,0.003,-7.647e-4,74.825,89.941,17.82,3.332,7.887,0.074,9.783,2.215,1.638,3.678,0,0,64.932,0.495,0.285,0.072,0.138,0.495,3.846e-4,0.001,9.899e-5,0,0,0,0,9.668e-5,0,0,-4.931,695.33,9.031e-4,328.311,0.374,1.809e7,0.157,192.898,0.05,0.401,0.016
15.035,3072.147,3072.147,117.799,122.091,-13.261,13.296,562.563,0.284,562.563,89.971,32.087,0.965,28.61,-80.594,0.002,-1.276e-8,0.003,-3.694e-4,74.765,89.941,17.82,3.332,7.887,0.074,9.783,2.215,1.638,3.678,0,0,64.178,0.495,0.285,0.072,0.138,0.495,4.362e-4,0.001,5.238e-5,0,0,0,0,1.04e-4,0,0,-4.969,694.817,9.026e-4,328.288,0.372,1.798e7,0.157,192.898,0.05,0.403,0.016
15.085,3078.021,3078.021,117.137,121.44,-13.219,13.254,564.166,0.285,564.166,89.971,32.039,0.957,28.61,-80.594,0.003,-1.276e-8,0.003,3.186e-5,74.705,89.942,17.82,3.332,7.887,0.074,9.783,2.215,1.638,3.677,0,0,63.433,0.494,0.285,0.071,0.138,0.494,4.871e-4,0.001,-1.43e-4,0,0,0,0,1.084e-4,0,0,-5.007,694.306,9.02e-4,328.265,0.37,1.788e7,0.157,192.898,0.05,0.403,0.016
15.135,3083.861,3083.861,116.477,120.791,-13.178,13.213,565.766,0.287,565.767,89.971,31.991,0.95,28.61,-80.594,0.003,-1.277e-8,0.003,3.535e-4,74.645,89.943,17.82,3.332,7.887,0.074,9.783,2.215,1.638,3.677,0,0,62.695,0.494,0.285,0.071,0.138,0.494,5.341e-4,0.001,-3.032e-5,0,0,0,0,1.108e-4,0,0,-5.045,693.799,9.015e-4,328.242,0.368,1.777e7,0.157,192.898,0.05,0.409,0.016
15.185,3089.668,3089.668,115.819,120.144,-13.138,13.172,567.365,0.289,567.365,89.971,31.944,0.943,28.61,-80.594,0.003,-1.276e-8,0.003,6.46e-4,74.583,89.944,17.82,3.332,7.887,0.074,9.783,2.214,1.638,3.676,0,0,61.965,0.494,0.285,0.071,0.137,0.494,5.638e-4,0.002,-4.137e-4,0,0,0,0,1.117e-4,0,0,-5.083,693.294,9.01e-4,328.219,0.366,1.767e7,0.157,192.898,0.05,0.409,0.016
